text,emotion,error_type,predicted,actual
umsakazi uquleke waphaphama esibhedlela,surprise,False Positive,True,False
_simphiwem44 awukahle yin yaz ngicashile la wena uyangivundulula now,joy,False Positive,True,False
_simphiwem44 awukahle yin yaz ngicashile la wena uyangivundulula now,surprise,False Positive,True,False
ulale ebaliwe osacaze phansi ingane yafa,sadness,False Negative,False,True
ulale ebaliwe osacaze phansi ingane yafa,surprise,False Negative,False,True
itheku lizobukisa ngemisebenzi yamaciko emapaki,surprise,False Positive,True,False
owechiefs nesifiso sokulandela izingwazi zasekzn,surprise,False Positive,True,False
umuntu uthuka kakhulu i tried to type fuego kwangena ufuseg,fear,False Positive,True,False
umuntu uthuka kakhulu i tried to type fuego kwangena ufuseg,surprise,False Positive,True,False
uxwayisa ontanga ozale wafihla usana,joy,False Positive,True,False
buchitheke bugayiwe elanda ilobolo,joy,False Positive,True,False
buchitheke bugayiwe elanda ilobolo,surprise,False Positive,True,False
ingwijikhwebu ngofe wavuka,joy,False Positive,True,False
ingwijikhwebu ngofe wavuka,surprise,False Negative,False,True
useboshiwe osolwa ngokubulala isitshudeni wasishiya embhedeni nengane,sadness,False Negative,False,True
useboshiwe osolwa ngokubulala isitshudeni wasishiya embhedeni nengane,surprise,False Positive,True,False
kubulawe isalukazi ngabebezenza amasosha,anger,False Negative,False,True
kubulawe isalukazi ngabebezenza amasosha,joy,False Positive,True,False
kubulawe isalukazi ngabebezenza amasosha,sadness,False Negative,False,True
abeladies house bafuna umqali wekhasi,joy,False Positive,True,False
oshonelwe wusana ufuna kujeze onesi,joy,False Positive,True,False
oshonelwe wusana ufuna kujeze onesi,sadness,False Negative,False,True
baxwayisa abavubela imfulamfula emakhaya,surprise,False Positive,True,False
ufele ur20 wecd engadlali owokufika,joy,False Positive,True,False
ufele ur20 wecd engadlali owokufika,sadness,False Negative,False,True
ufele ur20 wecd engadlali owokufika,surprise,False Positive,True,False
im 22 youre pushing 45 at least ngingalwa namadodana akho mina baba  ,joy,False Positive,True,False
obambe ur51 million wepowerball uzofundela ukuba wusonhlalakahle,joy,False Positive,True,False
obambe ur51 million wepowerball uzofundela ukuba wusonhlalakahle,surprise,False Negative,False,True
wethule ubufakazi obushaqisayo ngamaqembu ezigebengu ekapa owayeyilungu,joy,False Positive,True,False
ungacabangi ukuthi ngoba ulele wedwa naye ulele yedwa kusemhlabeni la,joy,False Positive,True,False
uthembisa lukhulu kwithe river,surprise,False Positive,True,False
ushaywe ngumphakathi waboshwa ogwaze wabulala uyise,joy,False Positive,True,False
ushaywe ngumphakathi waboshwa ogwaze wabulala uyise,sadness,False Negative,False,True
isisezithebeni zabalawula ukusetshenziswa kwemithi eyeringi yamaarvs,surprise,False Positive,True,False
kusolwa isibhaxu emaphoyiseni bengadli,surprise,False Positive,True,False
yayihlaba yezwa lapho angikho endlini,surprise,False Positive,True,False
yekani ukubeka amanzi ngamabhodwe acurry omunye kade enuka isishebo emhlane sifuna ukudlulisa imali niyasihlukumeza nje bafethu,joy,False Positive,True,False
abayizwa eyokubulawa kukamndeni abehostela,anger,False Negative,False,True
abayizwa eyokubulawa kukamndeni abehostela,joy,False Positive,True,False
abayizwa eyokubulawa kukamndeni abehostela,surprise,False Positive,True,False
dr_ea_mz ngathi ile part yangaphambili ku plastic wesqeda esimunciwe ,surprise,False Positive,True,False
ichiefs ikhiphe ibhadi inqoba ekhaya koweligi,surprise,False Positive,True,False
ipirates ethubeni lamaquarterfinal kowecaf,surprise,False Positive,True,False
ngitusa okwenziwe wumshengu emenzi,joy,False Positive,True,False
kufe 6 bezama ukubamba inkunzi,sadness,False Negative,False,True
basabisa ngesiteleka abamatekisi,anger,False Negative,False,True
basabisa ngesiteleka abamatekisi,joy,False Positive,True,False
kubulawe owesifazane obenenkulisa edumile ethekwini,joy,False Positive,True,False
kubulawe owesifazane obenenkulisa edumile ethekwini,sadness,False Negative,False,True
kubhuntshe inkonzo kuvalwa elikaomotoso,joy,False Positive,True,False
akudluli kumsakazi wokhozi owaliwa yisoka,joy,False Positive,True,False
akudluli kumsakazi wokhozi owaliwa yisoka,sadness,False Negative,False,True
kumenele uninakhulu wabashe nendlu,sadness,False Negative,False,True
yehlile imimoya kutholwa amathambo kathisha,surprise,False Positive,True,False
kutholwe isidumbu somhlengikazi sesonakele,disgust,False Negative,False,True
kutholwe isidumbu somhlengikazi sesonakele,sadness,False Negative,False,True
bashaqekile kubulawa umshayeli wamabhasi,joy,False Positive,True,False
bashaqekile kubulawa umshayeli wamabhasi,surprise,False Negative,False,True
udinga amasu nosiko oliphusile ukuphumelelisa ibhizinisi,joy,False Positive,True,False
udinga amasu nosiko oliphusile ukuphumelelisa ibhizinisi,surprise,False Positive,True,False
quoticwiywe inhliziyo indodakaziquot,surprise,False Positive,True,False
kusazoba wumqansa kosomabhizinisi abasafufusa,joy,False Positive,True,False
kusazoba wumqansa kosomabhizinisi abasafufusa,surprise,False Positive,True,False
ubengafuni ukubuyela ekhaya obulawe yisoka ethornwood,anger,False Negative,False,True
ubengafuni ukubuyela ekhaya obulawe yisoka ethornwood,joy,False Positive,True,False
ubengafuni ukubuyela ekhaya obulawe yisoka ethornwood,sadness,False Negative,False,True
thandam11  ukhona ubaby i think bavele babeh bahle kakhulu abafana mewujola but khuleka ngigeza amehlo,joy,False Positive,True,False
thandam11  ukhona ubaby i think bavele babeh bahle kakhulu abafana mewujola but khuleka ngigeza amehlo,surprise,False Positive,True,False
umdinga ebaliwe osolwa ngokudlwengula indodakazi 13,joy,False Positive,True,False
umdinga ebaliwe osolwa ngokudlwengula indodakazi 13,sadness,False Negative,False,True
ikhansela lizocela ibheyili kwelokubulala,disgust,False Negative,False,True
bakhala ngomama oxova abazalwane kwelezitabane,joy,False Positive,True,False
bakhala ngomama oxova abazalwane kwelezitabane,surprise,False Positive,True,False
uboshelwe ukudlwengula indodakazi yaze yabhaca,anger,False Negative,False,True
uboshelwe ukudlwengula indodakazi yaze yabhaca,disgust,False Negative,False,True
uboshelwe ukudlwengula indodakazi yaze yabhaca,joy,False Positive,True,False
uboshelwe ukudlwengula indodakazi yaze yabhaca,sadness,False Negative,False,True
kuboshwe ababulala iphoyisa,sadness,False Negative,False,True
kufezeke amaphupho eminyaka engena kwesikatira,fear,False Positive,True,False
kufezeke amaphupho eminyaka engena kwesikatira,surprise,False Positive,True,False
wethuka izanya umndeni wentombazane 14 ebulewe,joy,False Positive,True,False
wethuka izanya umndeni wentombazane 14 ebulewe,sadness,False Negative,False,True
wethuka izanya umndeni wentombazane 14 ebulewe,surprise,False Negative,False,True
uphumela obala owadumangebhanoyi lasemnambithi,joy,False Positive,True,False
uphumela obala owadumangebhanoyi lasemnambithi,surprise,False Positive,True,False
asamngqithi ehhhhy yeka indlela akhala ngayo umtshela ukuthi umithi  ,surprise,False Positive,True,False
isona engenabukhazikhazi kulo nyaka,joy,False Positive,True,False
bahlalele ovalweni kucanasa amabhubesi,fear,False Negative,False,True
bahlalele ovalweni kucanasa amabhubesi,surprise,False Positive,True,False
isicelo samaphoyisa kuminza umfana ebhishi,joy,False Positive,True,False
asabisa ngokuteleka amaphoyisa,anger,False Negative,False,True
asabisa ngokuteleka amaphoyisa,joy,False Positive,True,False
asabisa ngokuteleka amaphoyisa,surprise,False Positive,True,False
ikhansela ecaleni lokuzama ukubulala,anger,False Negative,False,True
ikhansela ecaleni lokuzama ukubulala,fear,False Negative,False,True
ikhansela ecaleni lokuzama ukubulala,joy,False Positive,True,False
usola ukuntuleka kwamava beshawa,joy,False Positive,True,False
usola ukuntuleka kwamava beshawa,surprise,False Positive,True,False
injabulo kuthembisa oselingisa kwisibaya,fear,False Positive,True,False
injabulo kuthembisa oselingisa kwisibaya,joy,False Negative,False,True
iarrows ibuyele kwamhlaba ihlulwa elisemsileni,joy,False Positive,True,False
iarrows ibuyele kwamhlaba ihlulwa elisemsileni,sadness,False Negative,False,True
kushubile ubabezala ejola nomakoti,disgust,False Negative,False,True
kushubile ubabezala ejola nomakoti,joy,False Positive,True,False
kushubile ubabezala ejola nomakoti,surprise,False Negative,False,True
kulimale abafundi abawu72 kuginqika ibhasi,joy,False Positive,True,False
kulimale abafundi abawu72 kuginqika ibhasi,sadness,False Negative,False,True
owosuthu ushelwa yiespanyol yasespain,surprise,False Positive,True,False
kuthungathwa amawele aduke ebalekela ukuthethiswa,joy,False Positive,True,False
ezempilo iyamphoxa owesilisa induku esheshe ikhafule,joy,False Positive,True,False
ezempilo iyamphoxa owesilisa induku esheshe ikhafule,surprise,False Positive,True,False
akalibonga elidlalayo ubathabile dlamini,surprise,False Positive,True,False
agwetshwe iminyaka eyisithupha amaphoyisa omgwaqo kwelokugwazisa,fear,False Positive,True,False
agwetshwe iminyaka eyisithupha amaphoyisa omgwaqo kwelokugwazisa,surprise,False Positive,True,False
bangeniswe esibhedlela abafundi 20 abadle amaspace muffin,joy,False Positive,True,False
bangeniswe esibhedlela abafundi 20 abadle amaspace muffin,sadness,False Negative,False,True
bangeniswe esibhedlela abafundi 20 abadle amaspace muffin,surprise,False Positive,True,False
usalila obanjwe inkunzi nguscabha etekisini,joy,False Positive,True,False
usalila obanjwe inkunzi nguscabha etekisini,sadness,False Negative,False,True
iyaqonga eyeqembu elisha lepolitiki,joy,False Positive,True,False
iyaqonga eyeqembu elisha lepolitiki,surprise,False Positive,True,False
uziphonse edamini washona ebalekela ukuboshwa ngamaphoyisa,joy,False Positive,True,False
uziphonse edamini washona ebalekela ukuboshwa ngamaphoyisa,sadness,False Negative,False,True
uziphonse edamini washona ebalekela ukuboshwa ngamaphoyisa,surprise,False Positive,True,False
kuhlaselwe ikhansela kwashiswa nomuzi walo lilele nezingane,sadness,False Negative,False,True
kuboshwe abaqashi abephula ekathaqa,joy,False Positive,True,False
kuboshwe abaqashi abephula ekathaqa,surprise,False Positive,True,False
osaziwayo abangafikanga emcimbini bacasule izihlwele,anger,False Negative,False,True
osaziwayo abangafikanga emcimbini bacasule izihlwele,joy,False Positive,True,False
osaziwayo abangafikanga emcimbini bacasule izihlwele,surprise,False Positive,True,False
bancishwe ikhefu abadlali bepirates,joy,False Positive,True,False
bancishwe ikhefu abadlali bepirates,surprise,False Positive,True,False
bathola intuba abamatekisi kuphuma igreyhound,fear,False Positive,True,False
bathola intuba abamatekisi kuphuma igreyhound,surprise,False Positive,True,False
owewits uhlolwa elaseportugal,surprise,False Positive,True,False
becoming a mother taught me true love shuthi loluthando umuntu alwaziyo for self family friends abafana etc liwumpataniso nje into yokdlala engathi shu  saze salufela ubala ke bo,joy,False Positive,True,False
useyisosha owake wadlalela ezimnyama,joy,False Positive,True,False
my mother i wana know what love is le_eyami ithi mina ngiyibhekisa kuwena ma cphithiphithi sokhozi  jabulujule ,joy,False Positive,True,False
usjava uphelezelwe wunina esiteji,joy,False Positive,True,False
ube yiqhawe ebulala ufeleba wenhlwathi,joy,False Positive,True,False
ungcobo ubhoboka ngobuhlungu abuzwayo ngesimo sechiefs,sadness,False Negative,False,True
ungcobo ubhoboka ngobuhlungu abuzwayo ngesimo sechiefs,surprise,False Positive,True,False
ngisamthanda unina wengane yami  aka,surprise,False Positive,True,False
buka owesifazane othanda ucansi ngokweqile uthi ukulenza kahlanu ngosuku akumenelisi,joy,False Positive,True,False
abantu abadala bayadlula laba ababizwa ngama butho kuye kugaywe isizulu kuphuzwe nje insipho nizichithe igceke lonke  ,fear,False Positive,True,False
baficwe wukufa bephuma ebumnandini,sadness,False Negative,False,True
bakhala ngokudilizelwa izindlu eklaarwater,sadness,False Negative,False,True
bakhala ngokudilizelwa izindlu eklaarwater,surprise,False Positive,True,False
kuqhume iqupha izikhulu zeanc zibanga owesifazane,anger,False Negative,False,True
kuqhume iqupha izikhulu zeanc zibanga owesifazane,disgust,False Negative,False,True
kuqhume iqupha izikhulu zeanc zibanga owesifazane,joy,False Positive,True,False
kuqhume iqupha izikhulu zeanc zibanga owesifazane,surprise,False Positive,True,False
sebeyinkukhu nempaka omrepha basethekwini,surprise,False Positive,True,False
ezothando ngikhuleliswe wumfowabo wesoka lami ngephutha,joy,False Positive,True,False
umsindo kumenyezelwa umntwana umisuzulu njengesilo esisha,anger,False Negative,False,True
umsindo kumenyezelwa umntwana umisuzulu njengesilo esisha,joy,False Positive,True,False
umsindo kumenyezelwa umntwana umisuzulu njengesilo esisha,surprise,False Negative,False,True
uyabazi ubunzima bokuqhakswa umfana atshele iskole sonke ukuthi ujola naye lapho engakaze athi vuyey sike sakhula kanzima ,joy,False Positive,True,False
owechiefs unamaphupho okudlondlobala  aye phesheya,joy,False Positive,True,False
owechiefs unamaphupho okudlondlobala  aye phesheya,surprise,False Positive,True,False
kusolwa iwunga kubulawa abathathu bosa,sadness,False Negative,False,True
usthandwa nzuza uphika eyokukhulelwa,joy,False Positive,True,False
usthandwa nzuza uphika eyokukhulelwa,surprise,False Positive,True,False
cnehshuga cishe ngadliwa yizinja zakini mina kusize ukuthi kuphume ubaba ushuga ,joy,False Positive,True,False
owokholo nesifundo kuhlukunyezwa unina,joy,False Positive,True,False
majina nje sengilwa nomfana ekthiwa uthando,surprise,False Positive,True,False
omunye umakoti lo ungena emzini e famba moyeni  ,joy,False Positive,True,False
umchunu uthipha indodana kweyebhande lomhlaba,surprise,False Positive,True,False
kuhlukana inhloko nesixhanti kwichippa nobengukaputeni,surprise,False Positive,True,False
uswele umgodi wokucasha unala kuphahlazeka ibhanoyi,anger,False Negative,False,True
uswele umgodi wokucasha unala kuphahlazeka ibhanoyi,joy,False Positive,True,False
ababili basinde ngokulambisa bedutshulwa emgwaqeni,joy,False Positive,True,False
ichiefs yeke ithuba lokuqhwakela,surprise,False Positive,True,False
odilikajele ababili ekhehleni ebelidlwengula lizenza umfundisi,joy,False Positive,True,False
odilikajele ababili ekhehleni ebelidlwengula lizenza umfundisi,sadness,False Negative,False,True
ngithanda wena wedwa ubone intuthane ilahla ushukela phansi ifaa insini ,joy,False Positive,True,False
inkinga yam once nga catcha ama feelings ngiba yisthuphethu  ,fear,False Positive,True,False
inkinga yam once nga catcha ama feelings ngiba yisthuphethu  ,sadness,False Positive,True,False
izolo this gent andimazi nomazi uvele wangipha imali wathi  tell your friends uhlangane nendoda emadodeni,joy,False Positive,True,False
mina mekunje ngivele ngingazi ngenzenjani ,surprise,False Positive,True,False
uphika konke obekwe icala ngowatholakala engenakhanda,joy,False Positive,True,False
uphika konke obekwe icala ngowatholakala engenakhanda,surprise,False Positive,True,False
ubonga izeluleko zikayeye umokoena,joy,False Positive,True,False
omunye wayethi uthakathiwe  ngamhlalisa phansi waqala walanda amaphilisi yazi kuymanje bambiza ngostufuza,joy,False Positive,True,False
kukhona abazogijimela ukuyobambela utshwala iqueue kodwa bahlulwa ukuyobambela umama wengane iqueue eclinic ingane igula  ,joy,False Positive,True,False
asashoda amabhasi athutha abafundi ekzn,joy,False Positive,True,False
izibhamu zikamasipala emacaleni okubulala,joy,False Positive,True,False
izibhamu zikamasipala emacaleni okubulala,surprise,False Negative,False,True
uzithele kwisidumbu sosana elungisa amapayipi,joy,False Positive,True,False
uzithele kwisidumbu sosana elungisa amapayipi,sadness,False Negative,False,True
uzithele kwisidumbu sosana elungisa amapayipi,surprise,False Positive,True,False
engabe yini le enhle ngempela etholwa abantu out of harboring isikhwele and failing to control their emotions udela owaziyo  ,fear,False Positive,True,False
engabe yini le enhle ngempela etholwa abantu out of harboring isikhwele and failing to control their emotions udela owaziyo  ,surprise,False Positive,True,False
owayengumdlali wechiefs usola abadlali ngokuboza kweqembu,joy,False Positive,True,False
owayengumdlali wechiefs usola abadlali ngokuboza kweqembu,surprise,False Positive,True,False
umculi wowokholo engozini yemoto,joy,False Positive,True,False
umculi wowokholo engozini yemoto,sadness,False Negative,False,True
umfoka molo uyejabula la elele khona ushuni wakhe ungasoze waphela ibambe kanjalo mkhaya wami ,joy,False Positive,True,False
oweswallows uzishaya isifuba ngesizini yokuqala,joy,False Positive,True,False
umunyu kufihlwa owescandal,sadness,False Negative,False,True
usole umbango kuvalwa iculo lakhe okhozini,joy,False Positive,True,False
usole umbango kuvalwa iculo lakhe okhozini,surprise,False Negative,False,True
ulwela abesifazane ngeyamaqakelo owethelevishini,joy,False Positive,True,False
ngiyamuzwa mina ukuthi uthini ugheli  ,joy,False Positive,True,False
inxusa lasechina licacisela ebezindaba ngengqungquthela yesi19 yamakhomanisi asechina,surprise,False Positive,True,False
ohnganeyami u bhorekile lo admin ngeke nje i team enkulu kanje ivele idlale i lutho  nizibukanisa nabantu yaz,joy,False Positive,True,False
imbokodo ye eff izihambela yodwa nje ngobuhle  ,fear,False Positive,True,False
ey lenja ayingizwa yezwa  anginamoto moto mina imoto ka bhuti wam le ,joy,False Positive,True,False
kubhubhe amalungu omndeni ayisishiyagalombili engozini,joy,False Positive,True,False
kubhubhe amalungu omndeni ayisishiyagalombili engozini,sadness,False Negative,False,True
lebonda khona lana ngiyazela khona  ,joy,False Positive,True,False
lebonda khona lana ngiyazela khona  ,surprise,False Positive,True,False
sinelisolindani haw yaz nje ngsabathe ngyahlina ay ubhuti uyathinta nje ,anger,False Negative,False,True
sinelisolindani haw yaz nje ngsabathe ngyahlina ay ubhuti uyathinta nje ,surprise,False Positive,True,False
uaka uchaza ngobuhlungu bokushonelwa yingoduso,joy,False Positive,True,False
uaka uchaza ngobuhlungu bokushonelwa yingoduso,sadness,False Negative,False,True
ishende nomfelokazi ecaleni lokusoconga,joy,False Positive,True,False
uandisiwe wakhula edlala ibhola nabafana bangakubo,joy,False Positive,True,False
uhlinzwe ngendlela engajwayelekile owejazz,joy,False Positive,True,False
uhlinzwe ngendlela engajwayelekile owejazz,surprise,False Positive,True,False
utusa ukhenyeza owinise isikole sakhe r1 million,joy,False Positive,True,False
utusa ukhenyeza owinise isikole sakhe r1 million,surprise,False Positive,True,False
noksy_k umunt akadle la adliwa khona ,surprise,False Positive,True,False
umotshekga uchitha eyamanga,joy,False Positive,True,False
umotshekga uchitha eyamanga,surprise,False Positive,True,False
kushiswe amabhasi kwabuya amatekisi emnambithi,anger,False Negative,False,True
shongwesss laphi nini kanjani awungikhwarantine nawe lapho bo ,surprise,False Positive,True,False
intombi yomvangeli wakwashembe igweva nesidumbu,anger,False Negative,False,True
intombi yomvangeli wakwashembe igweva nesidumbu,disgust,False Negative,False,True
intombi yomvangeli wakwashembe igweva nesidumbu,joy,False Positive,True,False
intombi yomvangeli wakwashembe igweva nesidumbu,sadness,False Negative,False,True
kuphazamise ukufunda ukusha kwesikole,sadness,False Negative,False,True
umabuza ngeke esaphendula imibuzo ephalamende ngenxa yokugula,joy,False Positive,True,False
umabuza ngeke esaphendula imibuzo ephalamende ngenxa yokugula,surprise,False Positive,True,False
bigkid850312 abanye mebenuka i bev kodwa who am i to judge ,surprise,False Positive,True,False
ubiyela ulibuka ngeso elihle ikusasa lerich boys,joy,False Positive,True,False
limenyezelwe iqembu lebanyana,joy,False Positive,True,False
limenyezelwe iqembu lebanyana,surprise,False Positive,True,False
unqunywe umphambili obulale izelamani,surprise,False Negative,False,True
owegagasi nosizo lwemifundaze kubafundi,joy,False Positive,True,False
kutuswe igalelo lamaphoyisa abesifazane kumasipala,surprise,False Positive,True,False
ngajabula ngajula  jabulujule ladydwabantu ukhozi_fm ayanda_melansi nosihlesibisi_ sibongele royalam_fc baphath inside ku dstv,joy,False Positive,True,False
kufe abayisikhombisa engozini yebhasi neloli,sadness,False Negative,False,True
ulivumile icala owadlwengula intombazanyana 7 esitolo sokudla,joy,False Positive,True,False
ulivumile icala owadlwengula intombazanyana 7 esitolo sokudla,sadness,False Negative,False,True
ulivumile icala owadlwengula intombazanyana 7 esitolo sokudla,surprise,False Positive,True,False
kutholwe isidumbu somfundi sishumpulwe ikhanda emzinto,joy,False Positive,True,False
kutholwe isidumbu somfundi sishumpulwe ikhanda emzinto,sadness,False Negative,False,True
kutholwe isidumbu somfundi sishumpulwe ikhanda emzinto,surprise,False Negative,False,True
isihluku usomabhizinisi wasenanda ebulawa ngesando,anger,False Negative,False,True
isihluku usomabhizinisi wasenanda ebulawa ngesando,sadness,False Negative,False,True
isihluku usomabhizinisi wasenanda ebulawa ngesando,surprise,False Positive,True,False
basola ilumbo ngokufa koweifp,joy,False Positive,True,False
imibono abantu sebephelelwa yithemba kukhongolose ngenxa yomona,fear,False Positive,True,False
imibono abantu sebephelelwa yithemba kukhongolose ngenxa yomona,surprise,False Positive,True,False
amacala angimele namhlanje eyyybafethu uma udiniwe unga act ehlisa umoya,joy,False Positive,True,False
utokile osolwa ngokubulala isalukazi 107,anger,False Negative,False,True
utokile osolwa ngokubulala isalukazi 107,joy,False Positive,True,False
utokile osolwa ngokubulala isalukazi 107,sadness,False Negative,False,True
oweziqhaza usefuna ukubamba iqhaza ezimele emculweni,joy,False Positive,True,False
owesifazane nomklomelo ehlula osomabhizinisi,joy,False Negative,False,True
owesifazane nomklomelo ehlula osomabhizinisi,surprise,False Positive,True,False
kushone 9 engozini yetekisi neloli,sadness,False Negative,False,True
kushone 9 engozini yetekisi neloli,surprise,False Positive,True,False
amanzi agugule inhlabathi indlu yasala ilenga,surprise,False Positive,True,False
basakhoselisiwe abokufika ababaleke ezindaweni zabo,joy,False Positive,True,False
ntombik19976191 ngibe uwena sis isphingo asina salon  lapho ikhanda linjani,joy,False Positive,True,False
uthuka izanya owomuvhango oshaywe esitolo,fear,False Negative,False,True
uthuka izanya owomuvhango oshaywe esitolo,joy,False Positive,True,False
uthuka izanya owomuvhango oshaywe esitolo,sadness,False Negative,False,True
imashi kuqwashiswa ngezifo zengqondo,joy,False Positive,True,False
imashi kuqwashiswa ngezifo zengqondo,surprise,False Positive,True,False
bakhala ngemiholo nokunye osonhlalakahle,anger,False Negative,False,True
bakhala ngemiholo nokunye osonhlalakahle,joy,False Positive,True,False
bakhala ngemiholo nokunye osonhlalakahle,sadness,False Negative,False,True
bakhala ngemiholo nokunye osonhlalakahle,surprise,False Positive,True,False
zishaya ushindindi uma zingibona ziyangishalazela zibheka le  ,joy,False Positive,True,False
bashade kanyekanye abanobulili obufanayo,joy,False Positive,True,False
bashade kanyekanye abanobulili obufanayo,surprise,False Negative,False,True
uhlaba ikhefu ekuqomeniumshoza obehlukunyezwa,joy,False Positive,True,False
uhlaba ikhefu ekuqomeniumshoza obehlukunyezwa,surprise,False Positive,True,False
ladydwabantu jabulujule aybooo wamnandi umculo wokholo ngiwulalele ngishiqekile la ngikhona ngabusiseka kuyimanje ngigiyelujehovangokungipha isipho sempilo kimi kukhulu lokho ukhozi_fm,surprise,False Positive,True,False
ipirates izibuyisele embangweni wesicoco,joy,False Positive,True,False
ipirates izibuyisele embangweni wesicoco,surprise,False Positive,True,False
bahlela umbhikisho abaphelelwa umsebenzi emabhange,anger,False Negative,False,True
bahlela umbhikisho abaphelelwa umsebenzi emabhange,surprise,False Positive,True,False
owamaidols usolwa ngokushaya owesifazane,joy,False Positive,True,False
owamaidols usolwa ngokushaya owesifazane,surprise,False Negative,False,True
zilale emnyango izitshudeni ezixoshwe omastende,joy,False Positive,True,False
zilale emnyango izitshudeni ezixoshwe omastende,sadness,False Negative,False,True
udubule isoka lenkosikazi wazinikela emaphoyiseni,joy,False Positive,True,False
udubule isoka lenkosikazi wazinikela emaphoyiseni,sadness,False Negative,False,True
udubule isoka lenkosikazi wazinikela emaphoyiseni,surprise,False Positive,True,False
imaybach izogijima emgwaqweni yasemzansi,fear,False Positive,True,False
imaybach izogijima emgwaqweni yasemzansi,surprise,False Positive,True,False
kucikeke iziguli zixoshwa esibhedlela,anger,False Negative,False,True
usadinwe wumbozo wabadlali bakhe owestars,anger,False Negative,False,True
usadinwe wumbozo wabadlali bakhe owestars,joy,False Positive,True,False
amazwi enduduzo kukhothama inkosi,fear,False Positive,True,False
amazwi enduduzo kukhothama inkosi,sadness,False Negative,False,True
kudutshulwe umngani kachillies kwadanaza emlaza,joy,False Positive,True,False
kudutshulwe umngani kachillies kwadanaza emlaza,sadness,False Negative,False,True
bajatshuliswe yisinqumo semantshi kwelokubulala,joy,False Negative,False,True
bajatshuliswe yisinqumo semantshi kwelokubulala,surprise,False Positive,True,False
babalisa ngokudlula emhlabeni kwendodana kazuma,joy,False Positive,True,False
babalisa ngokudlula emhlabeni kwendodana kazuma,sadness,False Negative,False,True
ianc ixoshe oboshelwe inkunzi,joy,False Positive,True,False
banqatshelwe ibheyili abasolwa ngokubulala umagaqa,anger,False Negative,False,True
banqatshelwe ibheyili abasolwa ngokubulala umagaqa,joy,False Positive,True,False
banqatshelwe ibheyili abasolwa ngokubulala umagaqa,surprise,False Positive,True,False
umlingisi wacishe wadlwengulwa ngophrojusa,disgust,False Negative,False,True
umlingisi wacishe wadlwengulwa ngophrojusa,fear,False Negative,False,True
abepolitiki bathole ithuba lokukhankasa kucomrades,surprise,False Positive,True,False
sekuzoqala ofakazi abazibonela kubulawa eglebelands,joy,False Positive,True,False
sekuzoqala ofakazi abazibonela kubulawa eglebelands,surprise,False Positive,True,False
bajabhile kuvalwa inkampani yamabhasi igreyhound,sadness,False Negative,False,True
kuhlulwe ithe soil wagxeka amasatma,anger,False Negative,False,True
kuhlulwe ithe soil wagxeka amasatma,surprise,False Positive,True,False
imeya isasazele iifp ngabameli emva kokuxoshwa,joy,False Positive,True,False
imeya isasazele iifp ngabameli emva kokuxoshwa,surprise,False Positive,True,False
owokufika ubhunyelwe ngophethroli ebulawa,anger,False Negative,False,True
owokufika ubhunyelwe ngophethroli ebulawa,sadness,False Negative,False,True
kuboshwe obedayisela inyanga izitho zomuntu ngor40 000,joy,False Positive,True,False
kunzima emabhasini beholelwa uhhafu weholo,joy,False Positive,True,False
kunzima emabhasini beholelwa uhhafu weholo,surprise,False Positive,True,False
ingozi imamelodi sundowns elengela kuyona,joy,False Positive,True,False
ingozi imamelodi sundowns elengela kuyona,surprise,False Positive,True,False
kuboshwe amaphoyisa etoyiza,joy,False Positive,True,False
kuboshwe amaphoyisa etoyiza,surprise,False Negative,False,True
bathathela osolwa ngokunukubeza ngokocansi izinyathelo,surprise,False Positive,True,False
badutshulwe bafa kade belande imali yesitokofela,sadness,False Negative,False,True
umfundi osolwa ngokudlwengula uzilengisile,joy,False Positive,True,False
umfundi osolwa ngokudlwengula uzilengisile,sadness,False Negative,False,True
sebelimba ubusuku igolide eharding,joy,False Positive,True,False
ubongz wodumo ubesakhokhe amandla emculweni,surprise,False Positive,True,False
kushone ingqalabutho eyayiyibambe nomandela emzabalazweni,joy,False Positive,True,False
kushone ingqalabutho eyayiyibambe nomandela emzabalazweni,sadness,False Negative,False,True
usobishini okweleta umasipala ur220 000 ngendlu yodaka,joy,False Positive,True,False
usedlulile emhlabeni umshoza,joy,False Positive,True,False
usedlulile emhlabeni umshoza,sadness,False Negative,False,True
nakwamashu sekukhalwa ngemfucuza,disgust,False Negative,False,True
nakwamashu sekukhalwa ngemfucuza,surprise,False Positive,True,False
zulusweg thina sakhula kabuhlungu kwahlazakazi abafowethu nobaba bebulalana ngesibhamu iminyaka ewu 8 bese ntabeni ngiyaye ngisho nje kt ncono ukuba kwakuliwa ngenduku yey impi ngiyayibonga isihlukumeze kakhulu  safelwa obaba sibancane,joy,False Positive,True,False
zulusweg thina sakhula kabuhlungu kwahlazakazi abafowethu nobaba bebulalana ngesibhamu iminyaka ewu 8 bese ntabeni ngiyaye ngisho nje kt ncono ukuba kwakuliwa ngenduku yey impi ngiyayibonga isihlukumeze kakhulu  safelwa obaba sibancane,sadness,False Negative,False,True
bafuna siqhubeke isibonelelo,surprise,False Positive,True,False
bazobusiswa yizilomo zabaculi kwiall white summer edition,fear,False Positive,True,False
bazobusiswa yizilomo zabaculi kwiall white summer edition,surprise,False Positive,True,False
itholwe yiphara ingane ebiduke iphuma esikoleni,joy,False Positive,True,False
